Spring 2020,,
College Name,Page Number,
College of Arts and Sciences,1,
College of Engineering and Applied Sciences,103,
"College of Media, Communication and Information",130,
College of Music,142,
Cross-College Programs,159,
Leeds School of Business,162,
Program in Environmental Design,173,
School of Education,175,
School of Law,180,
Note ,,
"This listing was prepared on the basis of the best information available as of November 5, 2019. All information is subject to",,
change.,,
Office of the Registrar,Spring 2020,University of Colorado Boulder
~University of,,Colorado,,Boulder,,Schedule of Classes for Spring 2020,,,,,,,,
College of Arts and Sciences,,,,,,,,,,,,,,
Woodbury 109,,,,,303-492-7885,,,,,,,,,
http://artsandsciences.colorado.edu/,,,,,,,,,,,,,,
Anthropology,,,,,,,,,,,,,,
Hale 350,,,,,303-492-2547,,,,,,,,,
http://www.colorado.edu/Anthropology/,,,,,,,,,,,,,,
Undergraduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
HIND,3120,1,B,24193,3,, Advanced Hindi 2,LEC, 01:00 PM - 01:50 PM,MWF, CHEM 146,"Arya,Nidhi",10, Main Campus,
HIND,3851,1,B,23103,3,Devotional Lit of S. Asia,,LEC, 03:30 PM - 04:45 PM,TTH, KTCH 1B60,"Parson,Rahul",30, Main Campus,
History,,,,,,,,,,,,,,,
Hellems 204,,,,,303-492-6683,,,,,,,,,,
http://history.colorado.edu/,,,,,,,,,,,,,,,
Page 50 of 180,,,,,,,,Spring 2020,,,,,University of Colorado Boulder,,
~University of Colorado,,Boulder,,,,,,,,,,,,
Undergraduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
HIST,1011,1,B,17881,3,European History to 1600,LEC,09:30 AM - 10:45 AM,TTH,HLMS 245,,"Luginbill,Sarah Christine",30,Main Campus
HIST,1011,100,B,30769,3,European History to 1600,LEC,02:00 PM - 02:50 PM,MW,HLMS 252,,"Paradis,David Henry",137,Main Campus
HIST,1012,1,B,17890,3,European History Since 1600,LEC,12:00 PM - 12:50 PM,MWF,HALE 270,,"Ciarlo,David M",150,Main Campus
HIST,1012,2,B,22356,3,European History Since 1600,LEC,09:00 AM - 09:50 AM,MWF,HLMS 245,,"Flaws,Jacob Allen",30,Main Campus
HIST,1015,1,B,17889,3,American History to 1865,LEC,02:00 PM - 03:15 PM,TTH,HUMN 150,,"Sachs,Honor",155,Main Campus
HIST,1015,2,B,21730,3,American History to 1865,LEC,11:00 AM - 12:15 PM,TTH,HUMN 135,,"Anderson,Virginia D",60,Main Campus
HIST,1025,1,B,17893,3,American History since 1865,LEC,02:00 PM - 03:15 PM,TTH,HLMS 255,,"Clement,Kerri Beth Keller",30,Main Campus
HIST,1025,2,B,24812,3,American History since 1865,LEC,09:00 AM - 09:50 AM,MWF,KTCH 1B60,,"Standish,Sierra",30,Main Campus
HIST,1025,100,B,17902,3,American History since 1865,LEC,01:00 PM - 01:50 PM,MW,CHEM 140,,"Sutter,Paul Shriver",183,Main Campus
HIST,1025,107,B,24234,3,American History since 1865,REC,08:00 AM - 08:50 AM,T,HLMS 191,,,23,Main Campus
HIST,1025,108,B,24235,3,American History since 1865,REC,09:00 AM - 09:50 AM,T,ECON 205,,,23,Main Campus
HIST,1025,880,B,33246,3,American History since 1865,LEC,01:00 PM - 01:50 PM,MW,CHEM 140,,"Sutter,Paul Shriver",17,Main Campus
HIST,1025,881,B,33247,3,American History since 1865,REC,03:00 PM - 03:50 PM,W,LIBR M300D,,"Sutter,Paul Shriver",17,Main Campus
HIST,1051,100,B,31836,3,World of Ancient Greeks,LEC,10:00 AM - 10:50 AM,MW,HUMN 1B50,,"Hunt,Peter Alan",142,Main Campus
HIST,1051,101,B,35733,3,World of Ancient Greeks,REC,01:00 PM - 01:50 PM,W,CLUB 4,,,14,Main Campus
HIST,1051,102,B,35734,3,World of Ancient Greeks,REC,11:00 AM - 11:50 AM,W,KTCH 1B71,,,14,Main Campus
HIST,1051,103,B,35735,3,World of Ancient Greeks,REC,01:00 PM - 01:50 PM,F,KTCH 1B64,,,14,Main Campus
HIST,1051,104,B,35736,3,World of Ancient Greeks,REC,03:00 PM - 03:50 PM,W,KTCH 1B87,,,14,Main Campus
HIST,1051,105,B,35737,3,World of Ancient Greeks,REC,09:00 AM - 09:50 AM,TH,CLRE 301,,,14,Main Campus
HIST,1051,106,B,35738,3,World of Ancient Greeks,REC,10:00 AM - 10:50 AM,TH,MCOL E155,,,15,Main Campus
HIST,1051,107,B,35739,3,World of Ancient Greeks,REC,04:00 PM - 04:50 PM,W,HLMS 247,,,15,Main Campus
HIST,1051,108,B,35740,3,World of Ancient Greeks,REC,04:00 PM - 04:50 PM,TH,EKLC M203,,,14,Main Campus
HIST,1051,109,B,35741,3,World of Ancient Greeks,REC,01:00 PM - 01:50 PM,W,STAD 140,,,14,Main Campus
HIST,1051,110,B,35742,3,World of Ancient Greeks,REC,10:00 AM - 10:50 AM,F,MUEN E431,,,14,Main Campus
HIST,1061,1,B,22558,3,Rise/Fall Ancient Rome,LEC,01:00 PM - 01:50 PM,MWF,HUMN 250,,"Lansford,Edwin Tyler",48,Main Campus
HIST,1061,2,B,35623,3,Rise/Fall Ancient Rome,LEC,05:00 PM - 06:15 PM,TTH,KTCH 1B87,,"Denton,Tyler Andrew",17,Main Campus
HIST,1228,1,B,24813,3,Sub-Saharan Hist Since 1800,LEC,02:00 PM - 03:15 PM,TTH,HALE 230,,"Osborne,Myles Gregory",90,Main Campus
HIST,1518,1,B,24814,3,Intro/South Asian Hist to 1757,LEC,03:00 PM - 04:15 PM,MW,HLMS 201,,"Gautam,Sanjay Kumar",90,Main Campus
HIST,1623,1,B,24815,3,Cent/East Euro Hist since 1770,LEC,12:00 PM - 12:50 PM,MWF,MUEN E131,,"Hatch,John B",40,Main Campus
HIST,1628,1,B,23453,3,Intro Chinese Hist Since 1644,LEC,09:30 AM - 10:45 AM,TTH,HUMN 250,,"Weston,Timothy B",90,Main Campus
HIST,1800,1,B,21866,3,Introduction to Global History,LEC,03:30 PM - 04:45 PM,TTH,HLMS 237,,"Willis,John",39,Main Campus
HIST,1830,1,B,30776,3,Holocaust and Global Genocide,LEC,10:00 AM - 10:50 AM,MWF,HUMN 150,,"Shneer,David",150,Main Campus
HIST,2015,1,B,30779,3,Themes Early American History,LEC,09:00 AM - 09:50 AM,MWF,CLRE 207,,"Detch,Andrew",75,Main Campus
HIST,2100,1,B,21767,3,Revolution in History,LEC,10:00 AM - 10:50 AM,MWF,HLMS 141,,"Hatch,John B",50,Main Campus
HIST,2110,1,B,23122,3,History Early Modern Societies,LEC,12:30 PM - 01:45 PM,TTH,HLMS 211,,"Dauverd,Celine",50,Main Campus
HIST,2220,1,B,22705,3,History of War & Society,LEC,12:00 PM - 12:50 PM,MWF,EKLC E1B20,,"Paradis,David Henry",90,Main Campus
HIST,2220,2,B,25404,3,History of War & Society,LEC,09:00 AM - 09:50 AM,MWF,HALE 230,,"Wei,William",88,Main Campus
HIST,2326,1,B,23861,3,Issues U.S. Society & Culture,LEC,11:00 AM - 11:50 AM,MWF,HLMS 251,"Brackett Hogstad,Amelia Andrea",,30,Main Campus
HIST,2516,1,B,23862,3,America Through Baseball,LEC,09:00 AM - 09:50 AM,MWF,CASE E240,,"Babicz,Martin C",100,Main Campus
HIST,3020,1,B,21875,3,Historical Thinking & Writing,SEM,03:00 PM - 04:15 PM,MW,MKNA 204,,"Lovejoy,Henry Barrett",18,Main Campus
HIST,3020,2,B,24236,3,Historical Thinking & Writing,SEM,03:00 PM - 04:15 PM,MW,HLMS 196,,"Shneer,David",18,Main Campus
HIST,3020,3,B,22404,3,Historical Thinking & Writing,SEM,05:00 PM - 06:15 PM,TTH,HLMS 104,,"Hulden,Vilja Paivikki",18,Main Campus
Page 51 of 180,,,,,,,,Spring 2020,,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,,
HIST,3113,1,B,30780,3,Sem: Medieval/Mod Engl History,SEM,03:00 PM - 05:30 PM,W,CHEM 131,,"Hammer,Paul E. J.",18,Main Campus
HIST,3115,1,B,24820,3,Sem in Early American History,SEM,03:30 PM - 06:00 PM,T,MKNA 204,,"Anderson,Virginia D",18,Main Campus
HIST,3628,1,B,24821,3,Sem: Recent Chinese History,SEM,03:30 PM - 06:00 PM,TH,HLMS 220,,"Weston,Timothy B",16,Main Campus
HIST,4018,1,B,30781,3,"Aztecs, Incas Spanish Conquest",LEC,10:00 AM - 10:50 AM,MWF,KTCH 1B71,,"Ferry,Robert James",39,Main Campus
HIST,4081,1,B,35631,3,The Roman Republic,LEC,08:00 AM - 09:15 AM,TTH,CLRE 208,,"Denton,Tyler Andrew",17,Main Campus
HIST,4091,1,B,25194,3,The Roman Empire,LEC,09:00 AM - 09:50 AM,MWF,KTCH 1B87,,"Lansford,Edwin Tyler",17,Main Campus
HIST,4091,2,B,35633,3,The Roman Empire,LEC,09:30 AM - 10:45 AM,TTH,GUGG 2,,"Koster,Isabel",15,Main Campus
HIST,4123,1,B,24823,3,Medieval England,LEC,10:00 AM - 10:50 AM,MWF,EDUC 155,,"Paradis,David Henry",35,Main Campus
HIST,4128,1,B,24243,3,Modern Mexico Since 1821,LEC,09:00 AM - 09:50 AM,MWF,HLMS 237,,"Yee,David",35,Main Campus
HIST,4205,1,B,30782,3,Coming of Independence,LEC,11:00 AM - 11:50 AM,MWF,ECON 13,,"Detch,Andrew",39,Main Campus
HIST,4238,1,B,24826,3,History Southern Africa,LEC,09:30 AM - 10:45 AM,TTH,RAMY N1B31,,"Osborne,Myles Gregory",35,Main Campus
HIST,4323,1,B,37692,3,Mafia and Terrorism in Italy,LEC,02:00 PM - 03:15 PM,TTH,FLMG 156,,"Seno,Cosetta",25,Main Campus
HIST,4329,1,B,30796,3,Islam/Mod Wrld 1800-2001,LEC,11:00 AM - 12:15 PM,TTH,HLMS 229,,"Willis,John",35,Main Campus
HIST,4343,1,B,30797,3,Golden Age Spain & Portugal,LEC,05:00 PM - 06:15 PM,TTH,MUEN E123,,"Dauverd,Celine",30,Main Campus
HIST,4349,1,B,31271,3,Decolonization British Empire,LEC,05:00 PM - 06:15 PM,TTH,MUEN E417,,"Chester,Lucy P",39,Main Campus
HIST,4366,1,B,32195,3,Culture Wars: The Modern U.S.,LEC,08:00 AM - 09:15 AM,TTH,HLMS 237,,"Pittenger,Mark A",39,Main Campus
HIST,4423,1,B,31272,3,German History 1848 to 1989,LEC,09:00 AM - 09:50 AM,MWF,HUMN 125,,"Ciarlo,David M",40,Main Campus
HIST,4425,1,B,31273,3,US History 1917-1945,LEC,09:00 AM - 09:50 AM,MWF,HLMS 229,,"de los Reyes,Vanessa",39,Main Campus
HIST,4435,1,B,24829,3,Cold War to Counterculture,LEC,08:00 AM - 09:15 AM,TTH,CLRE 209,,"Hulden,Vilja Paivikki",35,Main Campus
HIST,4511,1,B,31274,3,Europe in the Dark Ages,LEC,10:00 AM - 10:50 AM,MWF,HLMS 251,,"Upton,Todd Patrick",30,Main Campus
HIST,4526,1,B,23463,3,Recent U.S. Social History,LEC,03:00 PM - 04:15 PM,MW,HUMN 125,,"Gutmann,Myron",35,Main Campus
HIST,4548,1,B,31275,3,Women in Modern India,LEC,12:30 PM - 01:45 PM,TTH,ECON 13,,"Mukherjee,Mithi",26,Main Campus
HIST,4558,1,B,31276,3,History of Indian Nonviolence,LEC,01:00 PM - 01:50 PM,MWF,HLMS 237,,"Gautam,Sanjay Kumar",35,Main Campus
HIST,4623,1,B,31277,3,History East Europe Since 1914,LEC,02:00 PM - 02:50 PM,MWF,HLMS 229,,"Hatch,John B",35,Main Campus
HIST,4626,1,B,31278,3,US Gender/Sexuality from 1870,LEC,11:00 AM - 11:50 AM,MWF,MUEN E417,,"de los Reyes,Vanessa",35,Main Campus
HIST,4638,1,B,31279,3,Contemporary China since 1949,LEC,12:00 PM - 12:50 PM,MWF,HLMS 237,,"Wei,William",39,Main Campus
HIST,4728,1,B,24244,3,Modern Japanese History,LEC,08:00 AM - 09:15 AM,TTH,GUGG 2,,"Kadia,Miriam Kingsberg",35,Main Campus
HIST,4806,1,B,31280,3,Spec Tps in American History,LEC,05:00 PM - 06:15 PM,TTH,HLMS 211,,"Sachs,Honor",40,Main Campus
HIST,4820,1,B,24832,3,Human Rights: Histories,LEC,03:30 PM - 04:45 PM,TTH,KTCH 1B44,,"Mukherjee,Mithi",26,Main Campus
HIST,4830,1,B,39127,3,Human Trafficking - Glob Persp,LEC,01:00 PM - 01:50 PM,MWF,CLRE 208,,"Lovejoy,Henry Barrett",35,Main Campus
HIST,1025,300E,BEF,38248,3,American History since 1865,LEC,05:30 PM - 08:30 PM,M,,,"Morrison,Robert",35,Continuing Education
HIST,1011,581,BL3,38635,3,European History to 1600,LEC,-,,Continuing Ed Online,,"Paradis,David Henry",35,Continuing Education
,,,,,,,,,,Class,,,,
HIST,1015,581,BL3,38638,3,American History to 1865,LEC,-,,Continuing Ed Online,,"Sheflin,Douglas Richard",35,Continuing Education
,,,,,,,,,,Class,,,,
HIST,1025,581,BL3,38641,3,American History since 1865,LEC,-,,Continuing Ed Online,,"Sheflin,Douglas Richard",35,Continuing Education
,,,,,,,,,,Class,,,,
HIST,2110,581,BL3,38645,3,History Early Modern Societies,LEC,-,,Continuing Ed Online,,"Riordan,William O Brien",35,Continuing Education
,,,,,,,,,,Class,,,,
HIST,1015,582,BL4,38639,3,American History to 1865,LEC,-,,Continuing Ed Online,,"Fell Jr,James Edward",35,Continuing Education
,,,,,,,,,,Class,,,,
HIST,1025,582,BL4,38642,3,American History since 1865,LEC,-,,Continuing Ed Online,,"Fell Jr,James Edward",35,Continuing Education
,,,,,,,,,,Class,,,,
Graduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
HIST,6019,801,B,31281,3,Readings-World History,SEM,03:30 PM - 06:00 PM,M,HALE 236,,"Hanna,Martha",25,Main Campus
Page 52 of 180,,,,,,,,Spring 2020,,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,,
HIST,6326,801,B,31283,3,Rdgs: US Intellectual History,SEM,03:30 PM - 06:00 PM,T,CLUB 10,,"Pittenger,Mark A",13,Main Campus
HIST,6800,801,B,24246,3,Readings in Global History,SEM,03:30 PM - 06:00 PM,TH,CLUB 10,,"Kadia,Miriam Kingsberg",13,Main Campus
HIST,7415,801,B,31282,3,Sem Modern U.S. History,SEM,03:00 PM - 05:30 PM,W,LIBR M498,,"Andrews,Thomas",13,Main Campus
Honors,,,,,,,,,,,,,,
Norlin M400M,,,,,303-492-6617,,,,,,,,,
http://www.colorado,,.edu/honors/,,,,,,,,,,,,
Undergraduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
HON,3220,880,B,20602,3,Advanced Honors Writing,SEM,02:00 PM - 02:50 PM,MWF,LIBR N424A,,"Feldman,Andrea",17,Main Campus
Humanities,,,,,,,,,,,,,,
Ketchum 233,,,,,303-492-5561,,,,,,,,,
http://humanities.co,,lorado.edu/,,,,,,,,,,,,
Undergraduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
HUM,1110,1,B,30564,3,Literature 1,LEC,11:00 AM - 11:50 AM,MWF,HLMS 229,,"Gilbert,Andrew Lawrence",25,Main Campus
HUM,1120,1,B,23151,3,Literature 2,LEC,10:00 AM - 10:50 AM,MWF,HUMN 190,,"Wiese,Annjeanette Michelle",25,Main Campus
HUM,1120,2,B,24207,3,Literature 2,LEC,09:30 AM - 10:45 AM,TTH,CLRE 209,,"Burba,Audrey",25,Main Campus
HUM,1120,3,B,25513,3,Literature 2,LEC,12:30 PM - 01:45 PM,TTH,ATLS 1B31,,"Burba,Audrey",25,Main Campus
HUM,1220,1,B,23152,3,Art and Music 2,LEC,12:00 PM - 12:50 PM,MWF,ECCR 265,,"Bernardini,Giulia",150,Main Campus
HUM,1220,1,B,23152,3,Art and Music 2,LEC,12:00 PM - 12:50 PM,MWF,ECCR 265,,"Siso,Maria Alexandra",150,Main Campus
HUM,3093,1,B,24765,3,Topics in Humanities,SEM,11:00 AM - 12:15 PM,TTH,HUMN 190,,"Burba,Audrey",25,Main Campus
HUM,3093,2,B,24766,3,Topics in Humanities,SEM,12:00 PM - 12:50 PM,MWF,HALE 240,,"Gilbert,Andrew Lawrence",25,Main Campus
HUM,3500,1,B,30591,3,Literatures of Consciousness,SEM,02:00 PM - 02:50 PM,MWF,HLMS 193,,"Wiese,Annjeanette Michelle",25,Main Campus
HUM,3505,1,B,30592,3,The Enlightenment,LEC,02:00 PM - 03:15 PM,TTH,HALE 240,,"Muller-Sievers,Helmut",5,Main Campus
HUM,3800,1,B,24768,3,Paris/Modernity/Avant-garde,LEC,02:00 PM - 02:50 PM,MWF,HALE 260,,"Bernardini,Giulia",25,Main Campus
HUM,4000,1,B,30603,3,Question of Romanticism,SEM,12:30 PM - 01:45 PM,TTH,HLMS 251,,"Cox,Jeffrey N",25,Main Campus
HUM,4011,1,B,24252,3,The Criminal-Hero,LEC,02:00 PM - 03:15 PM,TTH,KTCH 1B60,,"Gordon,Paul",25,Main Campus
HUM,4135,1,B,24205,3,Art and Psychoanalysis,LEC,12:30 PM - 01:45 PM,TTH,HUMN 150,,"Gordon,Paul",100,Main Campus
HUM,4170,1,B,22544,3,Fiction and Reality,LEC,01:00 PM - 01:50 PM,MWF,CLRE 209,,"Wiese,Annjeanette Michelle",25,Main Campus
HUM,4504,1,B,30624,3,Goethe's Faust,LEC,11:00 AM - 12:15 PM,TTH,MKNA 112,,"Muller-Sievers,Helmut",5,Main Campus
HUM,4811,1,B,24772,3,19th Century Russian Lit,LEC,01:00 PM - 01:50 PM,MWF,HUMN 125,,"Grove,Vicki",5,Main Campus
HUM,4950,900,B,21912,1-6,Honors Thesis,LEC,-,TBA,,,,30,Main Campus
HUM,4950,901,B,21913,1-6,Honors Thesis,LEC,-,TBA,,,"Wiese,Annjeanette Michelle",30,Main Campus
HUM,4950,902,B,21914,1-6,Honors Thesis,LEC,-,TBA,,,"Bernardini,Giulia",30,Main Campus
HUM,4950,903,B,21915,1-6,Honors Thesis,LEC,-,TBA,,,,30,Main Campus
HUM,4950,904,B,21916,1-6,Honors Thesis,LEC,-,TBA,,,,30,Main Campus
Indonesian,,,,,,,,,,,,,,
Page 53 of 180,,,,,,,,Spring 2020,,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,,,
Undergraduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
INDO,1120,1,B,25505,3,Beginning Indonesian 2,LEC,03:30 PM - 04:45 PM,TTH,HLMS 159,,"Zavitri,Irma",10,Main Campus
Integrative Physiology,,,,,,,,,,,,,,
Clare Small 114,,,,,303-492-7333,,,,,,,,,
http://www.colorado.edu/intphys/,,,,,,,,,,,,,,
Undergraduate,,,,,,,,,,,,,,
DEPT,COURSE,SECTION,SESS,CLASS,CREDITS,COURSE TITLE,CLASS,MEETING TIME,DAYS,BUILDING,ROOM #,INSTRUCTOR NAME,MAX,CAMPUS
,SUBJECT,NUMBER,N,NBR,,COMPONENT,,,,,,,ENR,
IPHY,1950,1,B,36272,3,Intro Sci Wrtg/Intgrtve Physio,LEC,11:00 AM - 12:15 PM,TH,HUMN 1B45,,"Boyko,Marie Elizabeth",20,Main Campus
IPHY,2420,1,B,21867,3,Introduction to Nutrition,LEC,11:00 AM - 11:50 AM,MWF,VAC 1B20,,"Stob,Nicole Rebecca",195,Main Campus
IPHY,2420,2,B,21868,3,Introduction to Nutrition,LEC,02:00 PM - 02:50 PM,MWF,RAMY C250,,"Stob,Nicole Rebecca",204,Main Campus
IPHY,2800,100,B,17836,4,Introduction to Statistics,LEC,12:30 PM - 01:45 PM,TTH,ECCR 200,,"Hobbs,Steven Lee",90,Main Campus
IPHY,2800,101,B,22594,4,Introduction to Statistics,REC,08:00 AM - 08:50 AM,F,CLRE 111,,"Hobbs,Steven Lee",30,Main Campus
IPHY,2800,102,B,17837,4,Introduction to Statistics,REC,09:00 AM - 09:50 AM,F,CLRE 111,,"Hobbs,Steven Lee",30,Main Campus
IPHY,2800,103,B,17838,4,Introduction to Statistics,REC,10:00 AM - 10:50 AM,F,CLRE 111,,"Hobbs,Steven Lee",30,Main Campus
IPHY,2800,200,B,17839,4,Introduction to Statistics,LEC,03:30 PM - 04:45 PM,TTH,ECCR 245,,"Alderete,Tanya",90,Main Campus
IPHY,2800,201,B,17840,4,Introduction to Statistics,REC,11:00 AM - 11:50 AM,F,CLRE 111,,"Alderete,Tanya",30,Main Campus
IPHY,2800,202,B,17841,4,Introduction to Statistics,REC,12:00 PM - 12:50 PM,F,CLRE 111,,"Alderete,Tanya",30,Main Campus
IPHY,2800,203,B,23454,4,Introduction to Statistics,REC,01:00 PM - 01:50 PM,F,CLRE 111,,"Alderete,Tanya",30,Main Campus
IPHY,2910,901,B,18804,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Byrnes,Bill",100,Main Campus
IPHY,2910,902,B,18805,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Lebourgeois,Monique",100,Main Campus
IPHY,2910,903,B,18806,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Enoka,Roger M",100,Main Campus
IPHY,2910,904,B,18807,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Mazzeo,Robert",100,Main Campus
IPHY,2910,905,B,18808,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Gleeson,Todd T",100,Main Campus
IPHY,2910,906,B,18809,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Fleshner,Monika Renee",100,Main Campus
IPHY,2910,907,B,18810,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Vetter,Celine",100,Main Campus
IPHY,2910,908,B,18811,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Bentley,Francoise Judith",100,Main Campus
IPHY,2910,909,B,18812,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Sherwood,David",100,Main Campus
IPHY,2910,910,B,18813,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"DeSouza,Christopher A",100,Main Campus
IPHY,2910,911,B,18814,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Opp,Mark",100,Main Campus
IPHY,2910,912,B,18815,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Seals,Douglas R",100,Main Campus
IPHY,2910,913,B,18816,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Kram,Rodger",100,Main Campus
IPHY,2910,914,B,18817,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Wright,Kenneth P",100,Main Campus
IPHY,2910,915,B,18818,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Broussard,Josiane",100,Main Campus
IPHY,2910,916,B,18819,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"McQueen,Matthew Bruce",100,Main Campus
IPHY,2910,917,B,18820,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Link,Christopher D",100,Main Campus
IPHY,2910,918,B,18821,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Alderete,Tanya",100,Main Campus
IPHY,2910,919,B,18822,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Heisler,Ruth Elizabeth",100,Main Campus
IPHY,2910,920,B,18823,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Bennett,Penelope Alexander",100,Main Campus
IPHY,2910,921,B,18824,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Louie,Donna Funghar",100,Main Campus
IPHY,2910,922,B,18825,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Tsai,Pei-San",100,Main Campus
IPHY,2910,923,B,18826,1-6,Pract/Integrative Physio,PRA,-,TBA,,,"Ehringer,Marissa Aileen",100,Main Campus
Page 54 of 180,,,,,,,,Spring 2020,,,,,University of Colorado Boulder,
~University of Colorado,,Boulder,,,,,,,,,,
IPHY,2910,924,B,18827,1-6,Pract/Integrative Physio,PRA,-,TBA,"Foley,Teresa Eileen",100,Main Campus
IPHY,2910,925,B,18828,1-6,Pract/Integrative Physio,PRA,-,TBA,"Ahmed,Alaa Abdalla",100,Main Campus
IPHY,2910,926,B,18829,1-6,Pract/Integrative Physio,PRA,-,TBA,"Stitzel,Jerry Alan",100,Main Campus
IPHY,2910,927,B,18830,1-6,Pract/Integrative Physio,PRA,-,TBA,"Johnson,Thomas E",100,Main Campus
IPHY,2910,928,B,18831,1-6,Pract/Integrative Physio,PRA,-,TBA,"Hoeffer,Charles Albert",100,Main Campus
IPHY,2910,929,B,18832,1-6,Pract/Integrative Physio,PRA,-,TBA,"Hobbs,Steven Lee",100,Main Campus
IPHY,2910,930,B,18833,1-6,Pract/Integrative Physio,PRA,-,TBA,"Saul,Leif J",100,Main Campus
IPHY,2910,931,B,18834,1-6,Pract/Integrative Physio,PRA,-,TBA,"Lopez,Kristin Hilma",100,Main Campus
IPHY,2910,932,B,18835,1-6,Pract/Integrative Physio,PRA,-,TBA,"Gorski,Jessica Anne",100,Main Campus
IPHY,2910,933,B,18836,1-6,Pract/Integrative Physio,PRA,-,TBA,"Morse,Jeffrey",100,Main Campus
IPHY,2910,934,B,18837,1-6,Pract/Integrative Physio,PRA,-,TBA,"Mc Carty,Eric Cleveland",100,Main Campus
IPHY,2910,935,B,18838,1-6,Pract/Integrative Physio,PRA,-,TBA,"Bustamante,Heidi Margarita",100,Main Campus
IPHY,2910,936,B,18839,1-6,Pract/Integrative Physio,PRA,-,TBA,"Lowry,Christopher",100,Main Campus
IPHY,2910,937,B,18840,1-6,Pract/Integrative Physio,PRA,-,TBA,"Maldonado,Tammy Adele",100,Main Campus
IPHY,2910,938,B,18841,1-6,Pract/Integrative Physio,PRA,-,TBA,"Casagrand,Janet L",100,Main Campus
IPHY,2910,939,B,22473,1-6,Pract/Integrative Physio,PRA,-,TBA,"Kebach,Kari K",100,Main Campus
IPHY,2910,940,B,22474,1-6,Pract/Integrative Physio,PRA,-,TBA,"Shi,Jia",100,Main Campus
IPHY,2910,941,B,22475,1-6,Pract/Integrative Physio,PRA,-,TBA,"Grabowski,Alena Marie",100,Main Campus
IPHY,2910,942,B,22476,1-6,Pract/Integrative Physio,PRA,-,TBA,"Stob,Nicole Rebecca",100,Main Campus
IPHY,2910,943,B,23221,1-6,Pract/Integrative Physio,PRA,-,,"LA Rocca,Thomas Joseph",100,Main Campus
IPHY,2910,944,B,23225,1-6,Pract/Integrative Physio,PRA,-,,"Boyko,Marie Elizabeth",100,Main Campus
